id	type	Não Ambíguo	Testável	Prioritizável	Valioso	Entendível	Conciso	Consistente	Completo	Negociável	Factível	Independente	Estimável	Atômico	Pequeno
detalhes	12	Cenário é negociável na hora de considerar quais detalhes do restaurante serão visíveis ao usuário no momento que um restaurante é selecionado. || Cenário não aparenta ser negociável, pois não há detalhes extras a serem discutidos ao longo do projeto quanto à pontuação atribuída a cada novo ingrediente cadastrado no sistema. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes.
formas	12	É negociável porque é possivel negociar formas de implementação posteriormente. || É negociável porque é possivel negociar formas de implementação posteriormente. || É negociável porque é possivel negociar formas de implementação posteriormente. || É negociável porque é possivel negociar formas de implementação posteriormente. || É negociável porque é possivel negociar formas de implementação posteriormente. || É negociável porque é possivel negociar formas de implementação posteriormente. || É negociável porque é possivel negociar formas de implementação posteriormente. || É negociável porque é possivel negociar formas de implementação posteriormente. || É negociável porque é possivel negociar formas de implementação posteriormente. || É negociável porque é possivel negociar formas de implementação posteriormente. || É negociável porque é possivel negociar formas de implementação posteriormente. || É negociável porque é possivel negociar formas de implementação posteriormente.
requisito	10	Este user story não parece ser negociável, pois seu escopo não é flexível e sua implementação é necessária de ser implementada, conforme especificado no requisito. || Este user story não parece ser negociável, pois seu escopo não é flexível e sua implementação é necessária de ser implementada, conforme especificado no requisito. || Este user story não parece ser negociável, pois seu escopo não é flexível e sua implementação é necessária de ser implementada, conforme especificado no requisito. || Este user story não parece ser negociável, pois seu escopo não é flexível e sua implementação é necessária de ser implementada, conforme especificado no requisito. || Este user story não parece ser negociável, pois seu escopo não é flexível e sua implementação é necessária de ser implementada, conforme especificado no requisito. || Esta US é negociável pois apresenta bem a ideia do requisito || Esta US é negociável pois apresenta bem a ideia do requisito || Esta US é negociável pois apresenta bem a ideia do requisito || Esta US é negociável pois apresenta bem a ideia do requisito || Esta US é negociável pois apresenta bem a ideia do requisito
margem	9	É negociável pois deixa margem para que decisões detalhadas sejam feitas pelos envolvidos posteriormente. || É negociável pois deixa margem para que decisões detalhadas sejam feitas pelos envolvidos posteriormente. || É negociável pois deixa margem para que decisões detalhadas sejam feitas pelos envolvidos posteriormente. || É negociável pois deixa margem para que decisões detalhadas sejam feitas pelos envolvidos posteriormente. || É negociável pois deixa margem para que decisões detalhadas sejam feitas pelos envolvidos posteriormente. || É negociável pois deixa margem para que decisões detalhadas sejam feitas pelos envolvidos posteriormente. || É muito negociável pois deixa uma grande margem para que decisões detalhadas sejam feitas pelos envolvidos posteriormente. || É negociável pois deixa margem para que decisões detalhadas sejam feitas pelos envolvidos posteriormente. || É negociável pois deixa margem para que decisões detalhadas sejam feitas pelos envolvidos posteriormente.
escopo	8	Este user story não parece ser negociável, pois seu escopo não é flexível e sua implementação é necessária de ser implementada, conforme especificado no requisito. || Este user story não parece ser negociável, pois seu escopo não é flexível e sua implementação é necessária de ser implementada, conforme especificado no requisito. || Este user story não parece ser negociável, pois seu escopo não é flexível e sua implementação é necessária de ser implementada, conforme especificado no requisito. || Este user story não parece ser negociável, pois seu escopo não é flexível e sua implementação é necessária de ser implementada, conforme especificado no requisito. || Este caso de uso parece ser negociável, pois seu escopo é bastante flexível e não possui prioridade de ser implementado. || Este caso de uso parece ser negociável, pois seu escopo é bastante flexível e não possui prioridade de ser implementado. || Este user story não parece ser negociável, pois seu escopo não é flexível e sua implementação é necessária de ser implementada, conforme especificado no requisito. || Este user story parece ser negociável, pois seu escopo é bastante flexível e não possui prioridade de ser implementado.
projeto	6	O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || Cenário não aparenta ser negociável, pois não há detalhes extras a serem discutidos ao longo do projeto quanto à pontuação atribuída a cada novo ingrediente cadastrado no sistema.
desenvolvimento	5	É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes.
programador	5	É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes. || É possível que alguns detalhes sejam criados pelo programador durante o desenvolvimento, trazendo a essência do que tem que ser feito, não os detalhes.
modo	5	O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes
desenvolvedores	5	O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes
restaurante	5	Cenário é negociável na hora de determinar qual distância da posição atual do usuário até o restaurante deve ser considerada como "restaurante próximo". || Cenário é negociável na hora de determinar qual distância da posição atual do usuário até o restaurante deve ser considerada como "restaurante próximo". || Cenário é negociável, pois o usuário pode simplesmente cadastrar um novo restaurante predileto inserindo-o manualmente ou fazer uma busca por restaurantes e, então, adicionar restaurantes resultantes da busca à sua lista de prediletos. No segundo caso, este cenário deixa de ser independente. || Cenário é negociável na hora de considerar quais detalhes do restaurante serão visíveis ao usuário no momento que um restaurante é selecionado. || Cenário é negociável na hora de considerar quais detalhes do restaurante serão visíveis ao usuário no momento que um restaurante é selecionado.
restaurantes	5	Negociável na hora de considerar se restaurantes que também oferecem pratos com o ingrediente pesquisado devem ser excluídos do resultado da pesquisa. || Cenário é negociável na hora de determinar se o usuário poderia  também salvar quais restaurantes conhecidos por ele oferecem pratos sem o ingrediente cadastrado.    || Cenário é negociável, pois o usuário pode simplesmente cadastrar um novo restaurante predileto inserindo-o manualmente ou fazer uma busca por restaurantes e, então, adicionar restaurantes resultantes da busca à sua lista de prediletos. No segundo caso, este cenário deixa de ser independente. || Cenário é negociável, pois o usuário pode simplesmente cadastrar um novo restaurante predileto inserindo-o manualmente ou fazer uma busca por restaurantes e, então, adicionar restaurantes resultantes da busca à sua lista de prediletos. No segundo caso, este cenário deixa de ser independente. || Cenário é negociável na hora de decidir quais serão os critérios de ordenação dos restaurantes exibidos no resultado de uma busca.
clientes	5	O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes || O cenário é amplo de modo que pode ser ajustado durante a execução do projeto por desenvolvedores e clientes
forma	4	Cenário não apresenta a forma de implementação que pode ser negociada || Cenário não apresenta a forma de implementação que pode ser negociada || O cenário é pouco negociavel pois já delimitou a forma de apresentação do prato || Cenário parece conter funcionalidades que podem ser negociáveis, como a forma e período do envio das promoções.
ingrediente	3	Negociável na hora de considerar se restaurantes que também oferecem pratos com o ingrediente pesquisado devem ser excluídos do resultado da pesquisa. || Cenário é negociável na hora de determinar se o usuário poderia  também salvar quais restaurantes conhecidos por ele oferecem pratos sem o ingrediente cadastrado.    || Cenário não aparenta ser negociável, pois não há detalhes extras a serem discutidos ao longo do projeto quanto à pontuação atribuída a cada novo ingrediente cadastrado no sistema.
busca	3	Cenário é negociável, pois o usuário pode simplesmente cadastrar um novo restaurante predileto inserindo-o manualmente ou fazer uma busca por restaurantes e, então, adicionar restaurantes resultantes da busca à sua lista de prediletos. No segundo caso, este cenário deixa de ser independente. || Cenário é negociável, pois o usuário pode simplesmente cadastrar um novo restaurante predileto inserindo-o manualmente ou fazer uma busca por restaurantes e, então, adicionar restaurantes resultantes da busca à sua lista de prediletos. No segundo caso, este cenário deixa de ser independente. || Cenário é negociável na hora de decidir quais serão os critérios de ordenação dos restaurantes exibidos no resultado de uma busca.
sistema	3	Cenário é negociável na hora de decidir quais informações sobre o estabelecimento serão cadastradas no sistema na hora do registro. || Cenário é negociável na hora de decidir quais informações sobre o prato serão cadastradas no sistema na hora do registro. || Cenário não aparenta ser negociável, pois não há detalhes extras a serem discutidos ao longo do projeto quanto à pontuação atribuída a cada novo ingrediente cadastrado no sistema.
prioridade	3	Este caso de uso parece ser negociável, pois seu escopo é bastante flexível e não possui prioridade de ser implementado. || Este caso de uso parece ser negociável, pois seu escopo é bastante flexível e não possui prioridade de ser implementado. || Este user story parece ser negociável, pois seu escopo é bastante flexível e não possui prioridade de ser implementado.
resultado	2	Negociável na hora de considerar se restaurantes que também oferecem pratos com o ingrediente pesquisado devem ser excluídos do resultado da pesquisa. || Cenário é negociável na hora de decidir quais serão os critérios de ordenação dos restaurantes exibidos no resultado de uma busca.
lista	2	Cenário é negociável, pois o usuário pode simplesmente cadastrar um novo restaurante predileto inserindo-o manualmente ou fazer uma busca por restaurantes e, então, adicionar restaurantes resultantes da busca à sua lista de prediletos. No segundo caso, este cenário deixa de ser independente. || Cenário é negociável na hora de decidir quantas recomendações serão exibidas inicialmente e quanas poderão ser visualizadas por meio de expansão da lista de recomendações.
registro	2	Cenário é negociável na hora de decidir quais informações sobre o estabelecimento serão cadastradas no sistema na hora do registro. || Cenário é negociável na hora de decidir quais informações sobre o prato serão cadastradas no sistema na hora do registro.
mapa	2	O cenário está aberto a negociações, menos o mapa || O cenário está aberto a negociações, menos o mapa
prato	2	Cenário é negociável na hora de decidir quais informações sobre o prato serão cadastradas no sistema na hora do registro. || O cenário é pouco negociavel pois já delimitou a forma de apresentação do prato
pratos	2	Negociável na hora de considerar se restaurantes que também oferecem pratos com o ingrediente pesquisado devem ser excluídos do resultado da pesquisa. || Cenário é negociável na hora de determinar se o usuário poderia  também salvar quais restaurantes conhecidos por ele oferecem pratos sem o ingrediente cadastrado.   
estrelas	1	Cenário é negociável na hora de considerar se a nota será dada em formato de número, estrelas, intervalo, etc.
buscas	1	Cenário é negociável na hora de considerar o tamanho máximo da região demarcada para buscas offline.
termos	1	Cenário não está fechado em termos de implementação, pode ser negociado
plataforma	1	Cenário é negociável na hora de considerar restrições aos tipos de comentários que os usuários poderão fazer e uma possível mediação dos mesmos antes de serem publicados na plataforma.
pesquisa	1	Negociável na hora de considerar se restaurantes que também oferecem pratos com o ingrediente pesquisado devem ser excluídos do resultado da pesquisa.
meio	1	Cenário é negociável na hora de decidir quantas recomendações serão exibidas inicialmente e quanas poderão ser visualizadas por meio de expansão da lista de recomendações.
momento	1	Cenário é negociável na hora de considerar quais detalhes do restaurante serão visíveis ao usuário no momento que um restaurante é selecionado.
estabelecimento	1	Cenário é negociável na hora de decidir quais informações sobre o estabelecimento serão cadastradas no sistema na hora do registro.
formato	1	Cenário é negociável na hora de considerar se a nota será dada em formato de número, estrelas, intervalo, etc.
envio	1	Cenário parece conter funcionalidades que podem ser negociáveis, como a forma e período do envio das promoções.
nota	1	Cenário é negociável na hora de considerar se a nota será dada em formato de número, estrelas, intervalo, etc.
tipos	1	Cenário é negociável na hora de considerar restrições aos tipos de comentários que os usuários poderão fazer e uma possível mediação dos mesmos antes de serem publicados na plataforma.
intervalo	1	Cenário é negociável na hora de considerar se a nota será dada em formato de número, estrelas, intervalo, etc.
tamanho	1	Cenário é negociável na hora de considerar o tamanho máximo da região demarcada para buscas offline.

== Factível
risco	25	Especificação razoável e possível dentro dos limites acordados de risco, tempo e orçamento. || Especificação razoável e possível dentro dos limites acordados de risco, tempo e orçamento. || Especificação razoável e possível dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado. || É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado. || É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado. || É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado. || É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado. || É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado. || É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado. || É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado. || É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado. || É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado. || É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado. || É factível porque  é possível de ser  realizado dentro de determinado risco previamente acordado.
comportamento	17	Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente. || Sim, o comportamento especificado é possível de ser implementado tecnicamente.
tempo	13	Especificação razoável e possível dentro dos limites acordados de risco, tempo e orçamento. || Especificação razoável e possível dentro dos limites acordados de risco, tempo e orçamento. || Especificação razoável e possível dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento.
limites	13	Especificação razoável e possível dentro dos limites acordados de risco, tempo e orçamento. || Especificação razoável e possível dentro dos limites acordados de risco, tempo e orçamento. || Especificação razoável e possível dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento. || Cenário é factível, pois possui uma descrição possível de ser implementada dentro dos limites acordados de risco, tempo e orçamento.
projeto	8	É factível pois pode ser executado dentro das restrições do projeto. || É factível pois pode ser executado dentro das restrições do projeto. || É factível pois pode ser executado dentro das restrições do projeto. || É factível pois pode ser executado dentro das restrições do projeto. || É factível pois pode ser executado dentro das restrições do projeto. || É factível pois pode ser executado dentro das restrições do projeto. || É factível pois pode ser executado dentro das restrições do projeto. || É factível pois pode ser executado dentro das restrições do projeto.
ponto	8	Não é possível classifica-lo, pois não temos informações que nos permitam avaliar este ponto. || Não é possível classifica-lo, pois não temos informações que nos permitam avaliar este ponto. || Não é possível classifica-lo, pois não temos informações que nos permitam avaliar este ponto. || Não é possível classifica-lo, pois não temos informações que nos permitam avaliar este ponto. || Não é possível classifica-lo, pois não temos informações que nos permitam avaliar este ponto. || Não é possível classifica-lo, pois não temos informações que nos permitam avaliar este ponto. || Não é possível classifica-lo, pois não temos informações que nos permitam avaliar este ponto. || Não é possível classifica-lo, pois não temos informações que nos permitam avaliar este ponto.
requisitos	5	Cenário possuí requisitos possíveis de serem feitos. || Cenário possuí requisitos possíveis de serem feitos. || Cenário possuí requisitos possíveis de serem feitos. || Cenário possuí requisitos possíveis de serem feitos. || Cenário possuí requisitos possíveis de serem feitos.
prazo	5	O cenário pode ser implementado tendo seu custo e prazo dentro do planejado || O cenário pode ser implementado tendo seu custo e prazo dentro do planejado || O cenário pode ser implementado tendo seu custo e prazo dentro do planejado || O cenário pode ser implementado tendo seu custo e prazo dentro do planejado || O cenário pode ser implementado tendo seu custo e prazo dentro do planejado
escopo	5	Esta US é factível pois está com o escopo bem definido || Esta US é factível pois está com o escopo bem definido || Esta US é factível pois está com o escopo bem definido || Esta US é factível pois está com o escopo bem definido || Esta US é factível pois está com o escopo bem definido
custo	5	O cenário pode ser implementado tendo seu custo e prazo dentro do planejado || O cenário pode ser implementado tendo seu custo e prazo dentro do planejado || O cenário pode ser implementado tendo seu custo e prazo dentro do planejado || O cenário pode ser implementado tendo seu custo e prazo dentro do planejado || O cenário pode ser implementado tendo seu custo e prazo dentro do planejado
problemas	1	O cenário pode ser desenvolvido sem problemas

== Independente
requisitos	22	Não é independente pois depende de outros requisitos para ser implementado, como o cadastro de restaurantes, pratos e ingredientes. || É dependente porque depende de outros requisitos anteriores para ser implementado. Como o cadastro dos revendedores e a visualização do perfil. || É independente porque não depende de outros requisitos para ser implementado. || É dependente porque depende de outros requisitos para ser implementado. Como o cadastro de revendedores. Para a obtenção do catálogo de livros. || É independente porque não depende de outros requisitos para ser implementado. || É independente porque  não depende de outros requisitos anteriores para ser implementado. || É independente porque não depende de outros requisitos para ser implementado. || É dependente porque depende de outros requisitos para ser implementado. Lista de Desejos precisa estar implementada. || É independente porque não depende de outros requisitos para ser implementado. || É independente porque não depende de outros requisitos para ser implementado. || É independente porque depende de outros requisitos para ser implementado.  || É dependente porque depende de outros requisitos anteriores para ser implementado. Como o gerenciar estoque.  || É dependente porque depende de outros requisitos anteriores para ser implementado, como "Gerenciar Livros" || Cenário é independente já que não é necessário entender outros requisitos para realizá-lo. || Cenário é independente já que não é necessário entender outros requisitos para realizá-lo. || Cenário é independente já que não é necessário entender outros requisitos para realizá-lo. || Cenário é independente já que não é necessário entender outros requisitos para realizá-lo. || Cenário é independente já que não é necessário entender outros requisitos para realizá-lo. || É possível de ser trabalhado como se fosse independente dos demais requisitos || É possível de ser trabalhado como se fosse independente dos demais requisitos. || É possível de ser trabalhado como se fosse independente dos demais requisitos. || É possível de ser trabalhado como se fosse independente dos demais requisitos.
cadastro	15	O cenário não é independente de outras funcionalidades, como o cadastro de pratos e ingredientes, e não sendo possivel de ser implementado a qualquer momento do projeto || O cenário é dependente de outras funcionalidades, como o cadastro de restaurantes, não sendo possivel de ser implementado a qualquer momento do projeto || O cenário é dependete de outras funcionalidades, como o cadastro de ingredientes pelos restaurantes, não sendo possivel de ser implementado a qualquer momento do projeto || O cenário é dependente de outras funcionalidades, como o cadastro de ingredientes, não sendo possivel de ser implementado a qualquer momento do projeto || O cenário é dependete de outras funcionalidades, como o cadastro de restaurante, não sendo possivel de ser implementado a qualquer momento do projeto || Não é independente pois depende da implementação de outro requisito para ser implementado - Depende que tenha sido implementado pelo menos o cadastro de restaurantes, pratos e ingredientes. || Não é independente pois depende de outros requisitos para ser implementado, como o cadastro de restaurantes, pratos e ingredientes. || É dependente pois  depende de da implementação do cadastro de perfil do usuário para ser implementado. || É dependente pois depende de cadastro de restaurante e seus respectivos pratos virtuais para ser implementado. || Não é independente pois depende da implementação do cadastro de restaurantes para ser implementado. || Cenário não é independente porque não pode ser implementado em qualquer ordem, pois a situação descrita no "Cenário 2" não poderá ocorrer se a funcionalidade de cadastro de ingredientes não tiver sido implementada antes. || Cenário não é independente, pois necessita que a funcionalidade de busca por restaurantes e/ou o cadastro de restaurantes prediletos sejam implementadas primeiro. || Cenário não é independente, pois não possui a necessidade de que restaurante esteja previamente cadastrado e que o cadastro de ingredientes esteja implementado. || É dependente porque depende de outros requisitos anteriores para ser implementado. Como o cadastro dos revendedores e a visualização do perfil. || É dependente porque depende de outros requisitos para ser implementado. Como o cadastro de revendedores. Para a obtenção do catálogo de livros.
restaurantes	13	O cenário é dependente de outras funcionalidades, como o cadastro de restaurantes, não sendo possivel de ser implementado a qualquer momento do projeto || O cenário é dependete de outras funcionalidades, como o cadastro de ingredientes pelos restaurantes, não sendo possivel de ser implementado a qualquer momento do projeto || Não é independente pois depende da implementação de outro requisito para ser implementado - Depende que tenha sido implementado pelo menos o cadastro de restaurantes, pratos e ingredientes. || Não é independente pois depende de outros requisitos para ser implementado, como o cadastro de restaurantes, pratos e ingredientes. || Não é independente pois depende da implementação do cadastro de restaurantes para ser implementado. || Cenário não é independente, pois não pode ser implementado em qualquer ordem. É necessário que a funcionalidade de busca por restaurantes esteja implementada anteriormente à implementação deste cenário. || Cenário não é independente, pois necessita que a funcionalidade de busca por restaurantes seja implementada primeiro. || Cenário não é independente, pois necessita que a funcionalidade de busca por restaurantes e/ou o cadastro de restaurantes prediletos sejam implementadas primeiro. || Cenário não é independente, pois necessita que a funcionalidade de busca por restaurantes e/ou o cadastro de restaurantes prediletos sejam implementadas primeiro. || Cenário não é independente, pois necessita que a funcionalidade de busca por restaurantes seja implementada primeiro. || Cenário não é independente, pois necessita que as funcionalidades de busca por restaurantes e visualização de detalhes de um restaurante sejam implementadas primeiro. || Cenário não é independente, pois necessita que as funcionalidades de busca por restaurantes e  atribuição de notas e recomendações sejam implementadas primeiro. || Cenário não é independente, pois necessita que as funcionalidades de busca por restaurantes e  visualização dos detalhes de um restaurante sejam implementadas primeiro.
funcionalidade	10	Cenário não é independente porque não pode ser implementado em qualquer ordem, pois a situação descrita no "Cenário 2" não poderá ocorrer se a funcionalidade de cadastro de ingredientes não tiver sido implementada antes. || Cenário não é independente, pois não pode ser implementado em qualquer ordem. É necessário que a funcionalidade de busca por restaurantes esteja implementada anteriormente à implementação deste cenário. || Cenário não é independente, pois necessita que a funcionalidade de busca por restaurantes seja implementada primeiro. || Cenário não é independente, pois necessita que a funcionalidade de busca por restaurantes e/ou o cadastro de restaurantes prediletos sejam implementadas primeiro. || Cenário não é independente, pois necessita que a funcionalidade de busca por restaurantes seja implementada primeiro. || Este user story aparenta não ser independente, por possuir dependência de que outra funcionalidade seja implementada. || Este user story aparenta não ser independente, por possuir dependência de que outra funcionalidade seja implementada. || Este user story aparenta não ser independente, por possuir dependência de que outra funcionalidade seja implementada. || Este user story aparenta não ser independente, por possuir dependência de que outra funcionalidade seja implementada. || Este user story aparenta não ser independente, por possuir dependência de que outra funcionalidade seja implementada.
momento	8	O cenário não é independente de outras funcionalidades, como o cadastro de pratos e ingredientes, e não sendo possivel de ser implementado a qualquer momento do projeto || O cenário é dependente de outras funcionalidades, como o cadastro de restaurantes, não sendo possivel de ser implementado a qualquer momento do projeto || O cenário é dependete de outras funcionalidades, como o cadastro de ingredientes pelos restaurantes, não sendo possivel de ser implementado a qualquer momento do projeto || O cenário é dependente de outras funcionalidades, como o cadastro de ingredientes, não sendo possivel de ser implementado a qualquer momento do projeto || O cenário é dependete de outras funcionalidades, como o cadastro de restaurante, não sendo possivel de ser implementado a qualquer momento do projeto || Cenário é independente, pois não possui sobreposição de conceitos e pode ser agendado e implementado em qualquer momento do projeto. || Cenário é independente, pois não possui sobreposição de conceitos e pode ser agendado e implementado em qualquer momento do projeto. || Cenário é independente, pois não possui sobreposição de conceitos e pode ser implementado a qualquer momento do projeto, sem depender de outras funcionalidades.
